ID,Sales
T1189479,35401.59
T1189480,94678.6266
T1189481,19389.48
T1189482,26549.37
T1189483,25481.67
T1189484,20400.9
T1189485,34236.18
T1189486,36419.22
T1189487,48836.1
T1189488,45883.95
T1189489,38123.4
T1189490,71643.24
T1189491,31438.83
T1189492,24740.58
T1189493,24534.557999999997
T1189494,31552.77
T1189495,34379.7
T1189496,22466.25
T1189497,38188.02
T1189498,22321.98
T1189499,40141.2
T1189500,27611.61
T1189501,44145.36
T1189502,27551.46
T1189503,67145.79
T1189504,46896.69
T1189505,33052.77
T1189506,27605.42
T1189507,28573.77
T1189508,52278.54
T1189509,52037.76
T1189510,82370.5
T1189511,25580.67
T1189512,65523.3
T1189513,33884.01
T1189514,27360.24
T1189515,32306.94
T1189516,35048.07
T1189517,47773.47
T1189518,43787.22
T1189519,18937.14
T1189520,25438.44
T1189521,49375.11
T1189522,22269.24
T1189523,22989.99
T1189524,46680.39
T1189525,18864.643
T1189526,58729.62
T1189527,32855.37
T1189528,45011.55
T1189529,85463.37
T1189530,30732.11
T1189531,55060.505
T1189532,11852.778
T1189533,29118.48
T1189534,48646.71
T1189535,51894.63
T1189536,61055.49
T1189537,48326.7
T1189538,30935.25
T1189539,24210.96
T1189540,43674.81
T1189541,50628.54
T1189542,28332.84
T1189543,46078.14
T1189544,47330.37
T1189545,34177.26
T1189546,22301.49
T1189547,43650.6
T1189548,57688.83
T1189549,64342.78
T1189550,55642.47
T1189551,42133.71
T1189552,42085.98
T1189553,22635.54
T1189554,49991.625
T1189555,48260.52
T1189556,29059.08
T1189557,16901.61
T1189558,56266.62
T1189559,34725.75
T1189560,25756.695
T1189561,28899.09
T1189562,22762.74
T1189563,45542.66
T1189564,27727.2
T1189565,33233.01
T1189566,32317.56
T1189567,22298.91
T1189568,37657.41
T1189569,41863.83
T1189570,65553.78
T1189571,19440.42
T1189572,46344.66
T1189573,17473.68
T1189574,37931.73
T1189575,29116.47
T1189576,53601.66
T1189577,48313.68
T1189578,31127.37
T1189579,20837.22
T1189580,16567.74
T1189581,15784.2975
T1189582,34386.48
T1189583,34973.64
T1189584,42180.06
T1189585,59502.35400000001
T1189586,28440.66
T1189587,32497.74
T1189588,24880.8
T1189589,32873.37
T1189590,62970.9
T1189591,43220.85
T1189592,31536.48
T1189593,25388.43
T1189594,48522.21
T1189595,25943.13
T1189596,64338.27
T1189597,26154.27
T1189598,34568.16
T1189599,52733.16
T1189600,20464.35
T1189601,83463.06
T1189602,29257.02
T1189603,58602.0
T1189604,77363.91
T1189605,41174.97
T1189606,45096.21
T1189607,36653.28
T1189608,31693.38
T1189609,27566.73
T1189610,32703.9
T1189611,21502.23
T1189612,24376.17
T1189613,24699.72
T1189614,47053.92
T1189615,69711.87
T1189616,42623.91
T1189617,19428.42
T1189618,49385.58
T1189619,22183.42
T1189620,26693.205
T1189621,37145.25
T1189622,53335.08
T1189623,43824.39
T1189624,45776.46
T1189625,41287.23
T1189626,33060.69
T1189627,37724.64
T1189628,50661.21
T1189629,19059.48
T1189630,51025.23
T1189631,28441.2625
T1189632,21592.17
T1189633,29780.4
T1189634,17920.11
T1189635,44039.895
T1189636,43943.3725
T1189637,57116.16
T1189638,49501.08
T1189639,55504.51
T1189640,42700.95
T1189641,27849.69
T1189642,44092.32
T1189643,24275.94
T1189644,31821.78
T1189645,41374.08
T1189646,38494.32
T1189647,37298.85
T1189648,37687.92
T1189649,35418.84
T1189650,46779.9
T1189651,27947.73
T1189652,51324.21
T1189653,67966.9775
T1189654,48686.31
T1189655,98233.29
T1189656,50854.38
T1189657,29164.02
T1189658,22038.48
T1189659,35384.55
T1189660,47009.76
T1189661,30959.37
T1189662,29561.94
T1189663,31740.0525
T1189664,75397.44
T1189665,26256.72
T1189666,31553.13
T1189667,76695.75
T1189668,41675.16
T1189669,11910.438999999998
T1189670,44841.6
T1189671,15892.29
T1189672,38129.79
T1189673,19482.21
T1189674,21835.23
T1189675,24118.8
T1189676,28842.777000000002
T1189677,31253.79
T1189678,44384.52
T1189679,41456.13
T1189680,50124.33
T1189681,29581.23
T1189682,29713.44
T1189683,55439.9175
T1189684,25154.19
T1189685,33119.97
T1189686,33224.73
T1189687,36126.15
T1189688,33471.87
T1189689,34390.32
T1189690,24503.67
T1189691,21593.28
T1189692,66454.77
T1189693,37247.1
T1189694,49156.74
T1189695,35436.78
T1189696,43903.05
T1189697,53602.68
T1189698,47622.48
T1189699,27470.22
T1189700,49364.49
T1189701,32736.72
T1189702,67308.3
